"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_santiago_del_estero","vcr_santiago_del_estero","compatibilidad_con_santiago_del_estero","valor_estrategico_para_santiago_del_estero","indice_recuperacion_de_posiciones_santiago_del_estero","indice_oportunidades_cercanas_santiago_del_estero","indice_objetivos_factibles_santiago_del_estero","indice_apuestas_ambiciosas_santiago_del_estero","top_20_criterios_santiago_del_estero","empleo","empresas","tasa_fem"
"870431","Spark ignition engine trucks, <5 tonnes","Los demas vehiculos para el transporte de mercancias con motor de embo","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.15819","2702","Creció mucho / Creció mucho","47302296.57104","0.00000","0.00000","3.10526","-1.76700","0","1.80446","0.91045","0.09688","","s.d.","s.d.","0.09613"
"870432","Spark ignition engine trucks, >5 tonnes","Los demas vehiculo automoviles para el transporte de mercancias de pes","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-1.05460","3888","Decreció mucho / Decreció","5596006.38251","0.00000","0.00000","0.84699","-2.07944","0","0.07154","-0.46250","-0.94530","","s.d.","s.d.","0.09613"
"870490","Trucks nes","Los demas vehiculos automoviles para le transporte de mercancias","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.51568","3218","Creció mucho / Creció mucho","6877084.83060","0.00000","0.00000","0.52228","0.04106","0","0.32224","0.19816","0.04624","","s.d.","s.d.","0.09613"
"870510","Mobile cranes","Camiones-grua.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.04294","2390","Decreció mucho / Decreció mucho","19916528.31967","0.00000","0.00000","-0.05606","-1.24351","0","-0.28365","-0.45682","-0.56566","","s.d.","s.d.","0.09613"
"870520","Mobile drilling derricks","Camiones automoviles para sondeos o perforaciones.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-1.48306","4287","Decreció / Decreció","920132.87705","0.00000","0.00000","2.16392","-1.27439","0","1.11156","0.41347","-0.29506","","s.d.","s.d.","0.09613"
"870590","Special purpose motor vehicles nes","Los demas vehiculos tales como coches barredores, regadores y analogos","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.06931","2550","Creció mucho / Creció mucho","38503868.09563","0.00000","0.00000","0.81459","0.38655","0","0.64059","0.53219","0.40100","","s.d.","s.d.","0.09613"
"870600","Motor vehicle chassis fitted with engine","Chasis de vehiculos automoviles de las partidas 8701 a 8705, con el mo","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.98983","826","Decreció / Decreció","20261751.65847","0.00000","0.00000","-0.18638","0.51895","0","0.07231","0.23692","0.42507","","s.d.","s.d.","0.09613"
"870710","Bodies for passenger vehicles","Carrocerias de los vehiculos de la partida 8703","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.01673","780","Decreció mucho / Decreció mucho","23445537.33607","0.00000","0.00000","-0.36924","0.75688","0","-0.00542","0.23280","0.48401","","s.d.","s.d.","0.06980"
"870790","Bodies for tractors, buses, trucks","Carrocerias de los demas vehiculos","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.06664","696","Creció mucho / Creció mucho","30627335.79508","0.00000","0.00000","-0.15468","1.36331","0","0.27105","0.55982","0.83375","","s.d.","s.d.","0.06980"
"870821","Safety seat belts","Cinturones de seguridad, de vehiculos automoviles","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.67559","1320","Creció mucho / Creció","19077441.00000","0.00000","0.00000","-0.58595","0.16316","0","-0.30998","-0.13453","0.06653","","35","6","0.13290"
"870831","Mounted brake linings","Guarniciones de frenos montadas","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.58788","1463","Decreció / Decreció","2820.56011","0.00000","0.00000","-0.31160","-0.72897","0","-0.30513","-0.32276","-0.27455","","35","6","0.13290"
"870850","Drive axles for motor vehicles","Ejes con diferencial, incluso con otros organos de transmision, de veh","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.53613","211","Creció mucho / Creció mucho","89004483.13661","0.00000","0.00000","-0.65058","1.60510","0","0.01923","0.46692","0.91115","","35","6","0.13290"
"870860","Non-driving axles/parts","Ejes portadores y sus partes, de vehiculos automoviles.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.59117","169","Decreció / Se mantuvo","1066.67486","0.00000","0.00000","-1.40996","0.06312","0","-0.81523","-0.44421","0.00321","","35","6","0.13290"
"870891","Radiators for motor vehicles","Radiadores de vehiculos automoviles","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.54444","1549","Creció mucho / Decreció","36250085.60383","0.00000","0.00000","-0.28440","1.24722","0","0.10481","0.37599","0.61204","","35","6","0.13290"
"870892","Mufflers & exhaust pipes","Silenciadores y tubos de escape, de vehiculos automoviles.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.81514","1080","Creció mucho / Creció mucho","47417354.68579","0.00000","0.00000","-0.40197","1.28090","0","0.05632","0.36960","0.65960","","35","6","0.13290"
"870894","Steering wheels, columns","Volantes, columnas y cajas de direccion, de vehiculos automoviles.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.76383","1170","Creció mucho / Creció mucho","133277167.50000","0.00000","0.00000","-0.46508","0.88481","0","-0.07221","0.19172","0.44960","","35","6","0.13290"
"870911","Work trucks, electrically powered","Carretillas electricas, tipo utilizadas en fabricas, puertos, aeropuer","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.33152","385","Creció / Creció","2222109.23770","0.00000","0.00000","-0.24498","1.67713","0","0.29709","0.66423","1.01409","","s.d.","s.d.","0.11901"
"870919","Work trucks, not electrically powered","Las demas carretillas automoviles tipo utilizadas en fabricas puertos","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.67347","1323","Decreció / Decreció","4131651.16940","0.00000","0.00000","0.45137","0.57951","0","0.49921","0.52953","0.56456","","s.d.","s.d.","0.11901"
"870990","Work truck parts","Partes de carretillas automoviles tipo utilizadas fabricas, puertos, a","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.50855","1617","Decreció / Decreció","3084434.31967","0.00000","0.00000","0.56826","0.55624","0","0.55989","0.55510","0.54792","","s.d.","s.d.","0.11901"
"871000","Tanks, armoured fighting vehicles","Carros y automoviles blindados de combate, incluso armados; partes.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.25583","2848","Creció mucho / Creció mucho","27120324.94536","0.00000","0.00000","1.57112","-0.56226","0","0.96175","0.55040","0.15436","","0","0","0.11298"
"871110","Motorcycles, <50cc engine","Motocicletas y ciclos, con motor de embolo o de piston alternativo de","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.64238","1378","Decreció / Decreció","6724878.16393","0.00000","0.00000","-1.26994","0.95241","0","-0.63424","-0.20527","0.20820","","s.d.","s.d.","0.13722"
"871120","Motorcycles, 50-250cc engine","Motocicletas y ciclos con motor de embolo o de piston alternativo de c","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.74084","3483","Creció mucho / Creció mucho","65970652.04918","0.00000","0.00000","-0.74089","-0.06341","0","-0.60539","-0.50377","-0.43601","","s.d.","s.d.","0.13722"
"871130","Motorcycles, 250-500cc engine","Motocicletas y ciclos motor de embolo o de piston alternativo, de cili","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.92368","915","Creció mucho / Creció mucho","12209920.15574","0.00000","0.00000","-1.12806","0.16078","0","-0.66512","-0.36921","-0.03515","","s.d.","s.d.","0.13722"
"871140","Motorcycles, 500-800cc engine","Motocicletas y ciclos motor embolo o de piston alternativo, de cilindr","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.83875","1047","Decreció / Decreció","13287703.33333","0.00000","0.00000","-0.78904","0.17989","0","-0.43247","-0.20574","0.05393","","s.d.","s.d.","0.13722"
"871150","Motorcycles, >800cc engine","Motocicletas y ciclos motor embolo o de piston alternativo de cilindra","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.91184","61","Creció mucho / Creció","42215168.92896","0.00000","0.00000","-1.18050","0.49378","0","-0.53641","-0.13065","0.34601","","s.d.","s.d.","0.13722"
"871190","Motorcycle, non-spark ignition engine","Las demas motocicletas y ciclos con motor auxiliar.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.46670","1677","Creció mucho / Creció mucho","36911007.69945","0.00000","0.00000","-0.64598","0.97276","0","-0.21096","0.08748","0.36062","","s.d.","s.d.","0.13722"
"871200","Bicycles","Bicicletas y demas ciclos (incluidos los triciclos de reparto), sin mo","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.15695","2699","Decreció mucho / Decreció mucho","49165182.83607","0.00000","0.00000","-0.38817","1.21314","0","-0.04479","0.20697","0.39022","","s.d.","s.d.","0.13722"
"871310","Wheelchairs, not mechanically propelled","Sillas de rueda y demas vehiculos para invalidos, sin mecanismo de pro","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.62099","1418","Creció / Creció","5588727.13661","0.00000","0.00000","-0.34970","0.33675","0","-0.11534","0.03616","0.20187","","s.d.","s.d.","0.13722"
"871390","Wheelchairs, mechanically propelled","Los demas sillones de ruedas y vehiculos para invalidos, excepto los s","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.44386","1706","Creció / Creció","3148595.75137","0.00000","0.00000","-0.79391","0.85580","0","-0.34019","-0.03085","0.25790","","s.d.","s.d.","0.13722"
"871419","Motorcycle parts","Las demas partes y accesorios de motocicletas.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.35820","1845","Creció mucho / Creció mucho","47541553.03279","0.00000","0.00000","-1.28392","0.62636","0","-0.73765","-0.36900","-0.01376","","s.d.","s.d.","0.13722"
"871420","Wheelchair parts","Partes y accesorios de sillones de ruedas y demas vehiculos para inval","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.74922","1202","Creció / Se mantuvo","5356532.48634","0.00000","0.00000","-0.12215","1.36272","0","0.26196","0.52826","0.76388","","s.d.","s.d.","0.13722"
"871491","Bicycle frames & forks","Cuadros, horquillas y sus partes, para motocicletas y bicicletas","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.59509","3314","Creció / Se mantuvo","12167488.82514","0.00000","0.00000","-1.19746","-0.20789","0","-0.93931","-0.76075","-0.60156","","s.d.","s.d.","0.13722"
"871492","Bicycle wheel rims & spokes","Llantas y radios, de vehiculos de las pdas. 87.11 y 87.12.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.05829","2538","Decreció / Decreció","2511702.75137","0.00000","0.00000","-0.50726","0.47960","0","-0.26499","-0.09451","0.04907","","s.d.","s.d.","0.13722"
"871493","Bicycle hubs, free-wheel sprocket wheels","Bujes sin freno y pinones libres, de vehiculos pdas. 87.11 y 87.12.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.83475","1052","Creció / Decreció","3919507.62295","0.00000","0.00000","-0.82503","0.46843","0","-0.40036","-0.12335","0.17197","","s.d.","s.d.","0.13722"
"871494","Bicycle brakes","Frenos, incluidos los bujes con frenos, y sus partes, de vehiculos de","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.96833","857","Creció / Creció","6020049.60109","0.00000","0.00000","-1.36514","-0.21274","0","-0.90131","-0.61178","-0.26319","","s.d.","s.d.","0.13722"
"871495","Bicycle saddles","Sillines, de vehiculos partdas. 87.11 y 87.12, excepto de motocicletas","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.12997","2645","Decreció / Decreció","1845660.40437","0.00000","0.00000","-1.17447","-0.10266","0","-0.85566","-0.64266","-0.43103","","s.d.","s.d.","0.13722"
"871496","Bicycle pedals/cranks","Pedales, platos, ejes y bielas y sus partes, para motocicletas y bicic","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.57218","1493","Decreció / Decreció","4370603.52186","0.00000","0.00000","-1.07625","0.85088","0","-0.52598","-0.15449","0.20307","","s.d.","s.d.","0.13722"
"871499","Bicycle parts, nes","Las demas partes de motocicletas o bicicletas","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.45580","1689","Decreció / Decreció","18754176.47814","0.00000","0.00000","-0.43403","1.24882","0","-0.00848","0.28844","0.54571","","s.d.","s.d.","0.13722"
"871500","Baby carriages","Coches, sillas y vehiculos similares, para el transporte de niños y su","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.22557","2090","Creció / Se mantuvo","14594017.23770","0.00000","0.00000","-0.48666","0.70536","0","-0.17703","0.03738","0.22781","","7","4","0.15411"
"871610","Trailers for housing/camping","Remolques y semiremolques para vivienda o para acampar, tipo caravana.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","2.01260","35","Creció mucho / Creció","15280306.26503","0.00000","0.00000","-0.77237","-0.70678","0","-0.48076","-0.33167","-0.04661","","s.d.","s.d.","0.06980"
"871620","Agricultural trailers","Remolques y semirremolques autocargadores o autodescargadores, para us","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.23200","2069","Creció / Creció","2006638.54098","0.00000","0.00000","1.01911","0.87894","0","0.91237","0.85199","0.75926","","s.d.","s.d.","0.08734"
"871631","Tanker trailers and semi-trailers","Remolques y semiremolques, cisternas.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.58399","3293","Decreció / Decreció","3469266.88251","0.00000","0.00000","0.80586","0.22722","0","0.55115","0.39486","0.19801","","s.d.","s.d.","0.06980"
"871640","Trailers, semi-trailers nes","Los demas remolques y semirremolques","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.09151","2582","Creció mucho / Creció","6867680.96448","0.00000","0.00000","0.57583","0.36245","0","0.46642","0.40105","0.31297","","s.d.","s.d.","0.06980"
"880190","Balloons, non-powered aircraft","Globos y dirigibles y demas aparatos de navegacion aerea, sin motor.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.24284","2042","Se mantuvo / Se mantuvo","241351.39344","0.00000","0.00000","0.73164","0.29183","0","0.59480","0.50438","0.41152","","0","0","0.15363"
"880212","Helicopters >2,000kg","Helicopteros, de peso, en vacio, superior a 2.000 kg.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.72030","3468","Decreció mucho / Decreció mucho","43165819.05464","0.00000","0.00000","1.09225","-0.36616","0","0.61931","0.30992","-0.01717","","0","0","0.15363"
