"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_santiago_del_estero","vcr_santiago_del_estero","compatibilidad_con_santiago_del_estero","valor_estrategico_para_santiago_del_estero","indice_recuperacion_de_posiciones_santiago_del_estero","indice_oportunidades_cercanas_santiago_del_estero","indice_objetivos_factibles_santiago_del_estero","indice_apuestas_ambiciosas_santiago_del_estero","top_20_criterios_santiago_del_estero","empleo","empresas","tasa_fem"
"410210","Sheepskin with wool, raw","Pieles en bruto de ovino con lana, frescas, saladas o secas","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.15419","3988","Decreció mucho / Decreció","1843660.35792","0.00000","0.00000","1.73463","-1.11188","0","0.87644","0.30503","-0.26851","","527","14","0.09596"
"410221","Sheepskin no wool, pickled","Pieles en bruto de ovino sin lana (depiladas), piqueladas","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.71056","4428","Decreció / Decreció","711355.11202","0.00000","0.00000","0.82965","-1.00339","0","0.20902","-0.19295","-0.63027","","527","14","0.09596"
"410229","Sheepskin no wool, raw","Las demas pieles en bruto de ovino, sin lana (depiladas), sin piquelar","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.10153","3939","Decreció / Decreció","213067.94809","0.00000","0.00000","0.74718","-0.39192","0","0.33449","0.07119","-0.22759","","527","14","0.09596"
"410320","Reptile skins, raw","Cueros y pieles, en bruto, de reptil.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.93794","4523","Decreció / Decreció","1673345.57377","0.00000","0.00000","2.14018","-1.54060","0","0.99622","0.24019","-0.53570","","40","10","0.09681"
"410512","Sheep leather, pre-tanned","Pieles depiladas de ovino, precurtidas de otra forma.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-4.43456","4663","Decreció / Se mantuvo","1600.40164","0.00000","0.00000","-2.67382","-4.03097","0","-3.12133","-3.41294","-3.72472","","s.d.","s.d.","0.06157"
"410519","Sheep leather, tanned","Pieles depiladas de ovino, curtidas o recurtidas, sin preparacion post","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-2.17282","4600","Decreció / Decreció","1459020.70765","0.00000","0.00000","2.22150","-1.65579","0","1.00661","0.20530","-0.62186","","s.d.","s.d.","0.06157"
"420100","Saddlery","Articulos de talabarteria y guarnicioneria para caballos (incluidos lo","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.44845","3122","Creció mucho / Creció","5051327.58470","0.00000","0.00000","0.09534","0.54715","0","0.13132","0.17190","0.16271","","s.d.","s.d.","0.42078"
"420211","Leather suitcases","Baules,maletas, maletines, carteras de mano, con la superficie exterio","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.32590","4156","Decreció / Decreció","7869543.66667","0.00000","0.00000","-0.42212","-0.02496","0","-0.43307","-0.41868","-0.46934","","s.d.","s.d.","0.42078"
"420221","Leather handbags","Bolsos de mano, con la superficie exterior de cuero natural, de cuero","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.97517","3788","Creció mucho / Creció mucho","81387733.51913","0.00000","0.00000","-0.20932","-0.11652","0","-0.26735","-0.29172","-0.35902","","s.d.","s.d.","0.42078"
"420229","Vulcanised paperboard handbags","Bolsos de mano, con la superficie exterior de fibra vulcanizada","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.99759","3816","Creció / Decreció","4427670.63934","0.00000","0.00000","0.18769","0.57817","0","0.14726","0.14657","0.06709","","s.d.","s.d.","0.42078"
"420231","Leather pocket articles","Articulos de bolsillo o de bolso de mano con la superficie exterior de","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.93725","3742","Creció mucho / Creció","26229269.57923","0.00000","0.00000","-0.54057","-0.29753","0","-0.53163","-0.51500","-0.53037","","s.d.","s.d.","0.42078"
"420239","Pocket articles, nes","Articulos de bolsillo o de bolso de mano, superficie ext. fibra vulcan","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.62587","3360","Creció / Creció","2124679.95082","0.00000","0.00000","-0.58076","-0.19816","0","-0.50875","-0.45361","-0.41986","","s.d.","s.d.","0.42078"
"420291","Leather containers","Los demas continentes con la superficie de cuero natural,artificial o","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.40592","4224","Decreció / Decreció","11105560.42623","0.00000","0.00000","0.38700","-0.24321","0","0.08167","-0.10251","-0.34482","","s.d.","s.d.","0.42078"
"420310","Leather apparel","Prendas de vestir de cuero natural o regenerado","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.73866","3479","Decreció mucho / Decreció mucho","15000506.54645","0.00000","0.00000","0.28349","0.39997","0","0.20457","0.17094","0.08037","","25","6","0.54374"
"420321","Leather gloves, sports","Guantes y manoplas, disenados especialmente para practica del deporte,","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.53235","4318","Se mantuvo / Decreció","3027903.39891","0.00000","0.00000","-0.55659","-0.69881","0","-0.68261","-0.75273","-0.86453","","0","0","0.20687"
"420329","Leather gloves, not sports","Los demas guantes y manoplas.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.50569","4299","Decreció mucho / Decreció mucho","8967454.86066","0.00000","0.00000","-0.33984","-0.70971","0","-0.53040","-0.64418","-0.79775","","25","6","0.54374"
"420330","Leather belts","Cintos, cinturones y bandoleras.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.60911","3335","Creció mucho / Creció","14097849.09836","0.00000","0.00000","-0.47547","0.72132","0","-0.24947","-0.07664","0.02968","","25","6","0.54374"
"420340","Leather clothing, nes","Los demas complementos de vestir, de cuero natural, artificial o regen","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.72278","3469","Creció / Decreció","1123710.58743","0.00000","0.00000","0.18656","0.35488","0","0.12929","0.10907","0.03497","","25","6","0.54374"
"420500","Leather articles, nes","Las demas manufacturas de cuero natural o de cuero artificial o regene","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.23190","2818","Decreció / Decreció","15023798.35246","0.00000","0.00000","0.35967","0.72589","0","0.37376","0.39911","0.37658","","s.d.","s.d.","0.42078"
"420610","Catgut articles","Cuerdas de tripa","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.51610","3219","Creció / Creció","-101655.86885","0.00000","0.00000","1.73189","-0.37780","0","1.08515","0.65630","0.22053","","7","4","0.15411"
"420690","Gut articles, nes","Las demas manufacturas de tripa, de vejigas o de tendones.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.33646","2962","Decreció / Decreció","-146811.63661","0.00000","0.00000","2.44499","-2.37176","0","1.20349","0.34191","-0.41791","","7","4","0.15411"
"430110","Raw mink furskins, whole","Peleteria en bruto, de vison, enteras, incluso sin cabeza, colas o pa","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","0.45219","1696","Decreció mucho / Decreció mucho","12285692.42076","0.00000","0.00000","0.55224","-0.19034","0","0.39372","0.27733","0.19306","","40","10","0.09681"
"430130","Raw Persian lamb furskins, whole","Peleteria en bruto, de corderos de astracan, breitschwanz, caracul y s","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","0.05445","2377","Decreció / Decreció","49379.52186","0.00000","0.00000","-0.44191","-1.33813","0","-0.57152","-0.68114","-0.72112","","40","10","0.09681"
"430160","Raw fox furskins, whole","Peleteria en bruto, de zorro, entera, incluso sin cabeza, cola o patas","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","1.03030","765","Decreció / Decreció","1457064.45902","0.00000","0.00000","-0.87560","-2.81523","0","-1.07293","-1.26858","-1.27196","","40","10","0.09681"
"430180","Raw furskins, whole, nes","Peleteria en bruto, las demas, incluso sin cabeza, colas o las patas.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.15393","2690","Decreció / Decreció","-14032.64481","0.00000","0.00000","2.37168","-0.82040","0","1.48071","0.87561","0.30384","","40","10","0.09681"
"430190","Raw furskin pieces","Cabezas, colas, patas, y trozos utilizables en peleteria.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.03320","2501","Se mantuvo / Se mantuvo","14214.51093","0.00000","0.00000","-0.12336","-0.23667","0","-0.13700","-0.14949","-0.15181","","40","10","0.09681"
"430211","Tanned mink furskins, whole","Pieles enteras, de vison, curtida o adobada, sin ensamblar.","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.18719","2752","Decreció / Decreció","5247133.51913","0.00000","0.00000","0.15942","-0.41710","0","0.00946","-0.09435","-0.18667","","s.d.","s.d.","0.33945"
"430310","Furskin clothing","Prendas y complementos de vestir, de peleteria","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.78602","3542","Creció mucho / Creció mucho","34151176.56284","0.00000","0.00000","-0.97967","-1.39662","0","-1.04370","-1.09656","-1.11889","","s.d.","s.d.","0.33945"
"430400","Artifical fur","Peleteria artificial o facticia y articulos de peleteria artificial o","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-0.55105","3257","Creció / Creció","602006.76230","0.00000","0.00000","-0.11436","0.34816","0","-0.06552","-0.01798","-0.01540","","s.d.","s.d.","0.33945"
"440331","Logs, Meranti, Bakau","Maderas, Meranti, Bakau","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.87745","4508","Decreció / Decreció","586748.95355","0.00000","0.00000","-0.15577","-2.88911","0","-0.87461","-1.37069","-1.81620","","s.d.","s.d.","0.11790"
"440333","Logs, Keruing/Ramin/Kapur/Teak/Jongkong/Merbau","Maderas, Keruing/Ramin/Kapur/Teak/Jongkong/Merbau","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-2.94203","4662","Creció mucho / Creció mucho","12048840.19126","0.00000","0.00000","3.98259","-2.64214","0","1.96518","0.62524","-0.72970","","s.d.","s.d.","0.11790"
"440391","Logs, Oak","Madera de encina, roble, alcornoque y demas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.30933","1930","Creció / Decreció","4149487.04645","0.00000","0.00000","0.22770","-0.26939","0","0.13644","0.06596","0.02442","","s.d.","s.d.","0.11790"
"440392","Logs, Beech","Madera de haya, en bruto, incluso descortezada, desalburada o escuadra","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.79553","1117","Decreció / Decreció","2360134.01639","0.00000","0.00000","-0.46206","0.37337","0","-0.16922","0.01898","0.22828","","s.d.","s.d.","0.11790"
"440410","Pointed coniferous poles","Flejes, rodrigones, de coniferas.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.27274","2871","Creció / Creció","1060904.85519","0.00000","0.00000","1.83951","-0.45912","0","1.16856","0.71815","0.27707","","s.d.","s.d.","0.11790"
"440420","Pointed non-coniferous poles","Flejes, rodrigones, estacas, madera desbastada, en tablilla, distinta","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.43417","3112","Creció / Creció","630132.79508","0.00000","0.00000","1.12214","-0.06233","0","0.72962","0.47413","0.20005","","s.d.","s.d.","0.11790"
"440500","Wood wool, flour","Lana (viruta) de madera; harina de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.13858","2245","Decreció / Decreció","496175.10109","0.00000","0.00000","-0.00060","0.21420","0","0.05628","0.09546","0.13085","","41","11","0.04618"
"440690","Railway, impregnated wood","Las demas traviesas de madera para vias ferreas o similares","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.00893","2466","Decreció / Decreció","1353159.75956","0.00000","0.00000","0.43736","0.49048","0","0.40336","0.38901","0.34969","","41","11","0.04618"
"440721","Lumber, meranti","Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada,","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.30995","4143","Decreció / Decreció","2086171.40164","0.00000","0.00000","0.93878","-1.57607","0","0.21094","-0.27873","-0.75508","","41","11","0.04618"
"440722","Lumber, other","Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada,","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-2.10619","4580","Decreció mucho / Decreció mucho","1858969.75410","0.00000","0.00000","2.87965","-2.30275","0","1.34458","0.31793","-0.69889","","41","11","0.04618"
"440723","Lumber, baboen, mahogany, etc","Madera aserradas o desbastada longitudinalmente de baboen, caoba, etc","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.14704","3982","Creció / Creció","1892127.57104","0.00000","0.00000","1.14959","-0.95408","0","0.49919","0.06881","-0.37122","","41","11","0.04618"
"440791","Lumber, oak","Madera aserradas o desbastada longitudinalmente de encina, roble,alcr","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.84813","1031","Creció mucho / Creció","16550709.16940","0.00000","0.00000","0.40024","0.65827","0","0.49664","0.55774","0.62833","","41","11","0.04618"
"440792","Lumber, beech","Madera aserrada o desbastada longitudinalmente de haya.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.28656","2893","Creció / Decreció","5867529.25956","0.00000","0.00000","0.40638","-0.13289","0","0.22923","0.11369","-0.00953","","41","11","0.04618"
"440820","Ply sheet, tropical, <6mm","Hojas de capas, tropical, <6 mm","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-2.11325","4583","Decreció mucho / Decreció mucho","325165.43443","0.00000","0.00000","0.10194","-1.68810","0","-0.47758","-0.85685","-1.25737","","s.d.","s.d.","0.09455"
"441090","Particle board, not wood","Tableros de otras materias leñosas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.07813","2563","Decreció / Decreció","1650455.01639","0.00000","0.00000","0.61586","0.76138","0","0.57556","0.56269","0.50785","","s.d.","s.d.","0.09455"
"441129","Worked fibreboard, 0.5-0.8 g/mc2","Los demas tableros de fibra de madera con masa volumica superior a 0,5","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.77497","3531","Decreció mucho / Decreció mucho","-5661351.49727","0.00000","0.00000","1.70759","-0.28743","0","1.06033","0.63695","0.18919","","s.d.","s.d.","0.09455"
"441139","Worked fibreboard, 0.35-0.5g/mc2","Los demas tableros de fibra masa volumica sup. 0,35 g/cm3 e inf. o igu","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.08126","3919","Se mantuvo / Se mantuvo","405.08743","0.00000","0.00000","3.52562","-3.53722","0","1.65236","0.36259","-0.80438","","s.d.","s.d.","0.09455"
"441211","Plywood, tropical <6mm","Madera contrachapada, tropical <6 mm","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.94808","4529","Creció mucho / Creció","19999540.08470","0.00000","0.00000","0.45139","-1.75914","0","-0.23066","-0.68221","-1.14321","","s.d.","s.d.","0.09455"
"441212","Plywood, non-coniferous <6mm","Madera contrachapada, no coníferas <6 mm","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.68165","3422","Decreció mucho / Decreció mucho","39725260.70219","0.00000","0.00000","0.63257","-0.38392","0","0.29785","0.07967","-0.15340","","s.d.","s.d.","0.09455"
"441229","Panels, non-coniferous, nes","Las demas maderas una hoja externa, por lo menos de maderas distintas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.40824","3075","Decreció / Decreció","1309.67486","0.00000","0.00000","-0.81624","-1.74110","0","-0.96041","-1.07874","-1.13043","","s.d.","s.d.","0.09455"
"441291","Panels, coniferous and particle board","Paneles, coníferas y tableros de partículas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","1.00466","802","Decreció / Se mantuvo","665.92350","0.00000","0.00000","-0.89338","-1.14922","0","-0.75474","-0.69822","-0.53400","","s.d.","s.d.","0.09455"
"441300","Densified wood","Maderas densificada en bloques, planchas, tablas o perfiles.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.76950","3522","Decreció / Decreció","1857097.16940","0.00000","0.00000","0.62265","-0.10078","0","0.33875","0.16063","-0.05093","","s.d.","s.d.","0.09455"
"441600","Wooden barrels","Barriles, cubas, tinas y demas manufacturas de toneleria y sus partes,","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.16592","2203","Creció / Creció","6927716.43169","0.00000","0.00000","0.48687","0.03627","0","0.36465","0.28102","0.20386","","s.d.","s.d.","0.09119"
"441700","Wood broom handles","Herramientas, monturas y mangos de herramientas, monturas de cepillos,","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.65685","3392","Creció / Creció","1731474.67760","0.00000","0.00000","0.48909","0.01376","0","0.27943","0.15084","-0.01129","","s.d.","s.d.","0.12665"
"441810","Wood windows","Ventanas, puertas-ventanas y sus marcos.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.37013","1829","Creció / Decreció","12492013.39071","0.00000","0.00000","0.04506","0.09731","0","0.08802","0.11211","0.14984","","14","5","0.12853"
"441820","Wood doors, frames","Puertas y sus marcos y umbrales.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.25342","2846","Creció / Decreció","20971087.46721","0.00000","0.00000","0.57600","0.34972","0","0.44780","0.37239","0.26682","","14","5","0.12853"
"441830","Wood panels, tiles","Tableros para parques, de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.75698","3500","Decreció mucho / Decreció mucho","1000345.80601","0.00000","0.00000","1.11018","-0.62078","0","0.57728","0.22427","-0.13554","","14","5","0.12853"
"441840","Wood shuttering","Encofrados para hormigon, de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.75922","1185","Creció / Creció","2432538.97268","0.00000","0.00000","-0.66937","0.38778","0","-0.31508","-0.08508","0.16350","","14","5","0.12853"
"441850","Wood singles","Tejas y ripia, de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.36422","1838","Decreció / Decreció","1542772.91257","0.00000","0.00000","0.19356","-3.05650","0","-0.43938","-0.91836","-1.22630","","14","5","0.12853"
"441890","Wood carpentry, nes","Las demas obras de carpinterias para construccion de madera","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.21054","2121","Creció mucho / Creció mucho","43083766.01093","0.00000","0.00000","0.48347","0.51708","0","0.46290","0.45429","0.43036","","14","5","0.12853"
"441900","Wood kitchenware","Articulos de mesa o de cocina de madera","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.87364","3662","Creció mucho / Creció","8293960.52186","0.00000","0.00000","-0.65141","-0.48573","0","-0.64050","-0.62676","-0.63241","","s.d.","s.d.","0.12665"
"442010","Wood ornaments","Estatuillas y demas objetos de adorno, de madera","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.55425","4336","Creció mucho / Creció","6347191.06011","0.00000","0.00000","0.06502","-0.94520","0","-0.29895","-0.53144","-0.79439","","s.d.","s.d.","0.12665"
"442110","Wood hangers","Perchas para prendas de vestir, de madera.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","0.90790","939","Decreció / Decreció","2132439.34153","0.00000","0.00000","-1.17711","-0.01853","0","-0.73689","-0.45886","-0.13450","","s.d.","s.d.","0.12665"
"450110","Natural cork, raw","Corcho natural en bruto o simplemente preparado.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.30516","4138","Creció / Creció","632478.90437","0.00000","0.00000","-0.72264","-2.06837","0","-1.05004","-1.28102","-1.47385","","s.d.","s.d.","0.11790"
"450190","Cork waste","Desperdicios de corcho; corcho triturado, granulado o pulverizado.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.29110","4123","Creció / Creció","1059724.10929","0.00000","0.00000","-0.98874","-1.98590","0","-1.21841","-1.38310","-1.51305","","s.d.","s.d.","0.12665"
"450200","Natural cork, squared","Corcho natural, descortezado o simplemente escuadrado, o en cubos, pla","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.67939","3416","Decreció / Decreció","488577.18033","0.00000","0.00000","-0.46954","-1.83663","0","-0.76394","-0.97950","-1.13719","","s.d.","s.d.","0.12665"
"460120","Vegetable plaiting mats","Esterillas, esteras y canizos, de materias vegetales.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-2.04105","4562","Decreció / Decreció","1978927.99727","0.00000","0.00000","-0.04895","-1.49673","0","-0.53772","-0.85449","-1.19848","","s.d.","s.d.","0.12665"
"460199","Non-vegetable plaiting products","Las demas materias trenzables y articulos similares.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.44102","4252","Creció / Creció","907952.65027","0.00000","0.00000","0.52889","-0.37295","0","0.15153","-0.08224","-0.36942","","s.d.","s.d.","0.12665"
"470100","Mechanical wood pulp","Pasta mecanica de madera.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.92934","904","Decreció / Decreció","2389030.28689","0.00000","0.00000","0.34168","-0.87585","0","0.15694","0.00369","-0.05929","","s.d.","s.d.","0.08658"
"470200","Chemical wood pulp","Pasta quimica de madera para disolver","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.44249","1710","Creció mucho / Creció","32881971.18852","0.00000","0.00000","0.14296","0.41537","0","0.22739","0.28323","0.34042","","s.d.","s.d.","0.08658"
"470311","Chem wood pulp, sulphate, conifer, unbleached","Pasta quimica de madera cruda de coniferas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.15758","588","Creció mucho / Creció","6550583.14754","0.00000","0.00000","0.10104","-0.47554","0","0.09138","0.05772","0.10571","","s.d.","s.d.","0.08658"
"470319","Chem wood pulp, sulphate, non-conifer, unbleache","Pasta quimica de madera cruda distinta de la de coniferas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.02344","2418","Decreció / Decreció","400008.26503","0.00000","0.00000","-0.34738","-0.28251","0","-0.29732","-0.26905","-0.22548","","s.d.","s.d.","0.08658"
"470321","Chem wood pulp, sulphate, conifer, bleached","Pasta quimica de madera de coniferas semiblanqueadas o blanqueadas","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.64820","1369","Creció mucho / Creció mucho","-3330985.38251","0.00000","0.00000","1.58840","-0.79468","0","1.01776","0.61329","0.28096","","s.d.","s.d.","0.08658"
"470329","Chem wood pulp, sulphate, non-conifer, bleached","Pasta quimica de madera semiblanqueada o blanqueada distinta de la de","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.14670","2675","Creció mucho / Creció mucho","113329062.32787","0.00000","0.00000","0.93169","-0.79789","0","0.47793","0.16458","-0.11622","","s.d.","s.d.","0.08658"
"470411","Chem wood pulp, sulphite, conifer unbleached","Pasta quimica de coniferas, al sulfito, cruda.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.38699","1802","Decreció / Decreció","179170.39344","0.00000","0.00000","0.18744","-1.37527","0","-0.10515","-0.32958","-0.46589","","s.d.","s.d.","0.08658"
"470419","Chem wood pulp, sulphite, non-conifer, unbleached","Pasta quimica de madera al sulfito, cruda, distinta de la de coniferas","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.79234","82","Decreció / Se mantuvo","15361.56284","0.00000","0.00000","-0.63519","-1.49964","0","-0.56533","-0.57362","-0.41731","","s.d.","s.d.","0.08658"
"470421","Chem wood pulp, sulphite, conifer bleached","Pasta quimica de coniferas al sulfito, semiblanqueada o blanqueada.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.90818","938","Decreció / Decreció","1861597.74863","0.00000","0.00000","0.99308","-0.52638","0","0.68070","0.44853","0.28810","","s.d.","s.d.","0.08658"
"470429","Chem wood pulp, sulphite, non-conifer, bleached","Pasta quimica de madera al sulfito, semiblanqueada o blanqueada, disti","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.14972","2232","Decreció / Decreció","1326041.31148","0.00000","0.00000","0.26416","-1.07776","0","-0.01567","-0.22268","-0.36832","","s.d.","s.d.","0.08658"
"470500","Semi-chemical wood pulp","Pasta semiquimica de madera.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.28290","1976","Creció mucho / Creció","14130367.60929","0.00000","0.00000","1.57088","-1.65158","0","0.79759","0.24982","-0.20122","","s.d.","s.d.","0.08658"
"470610","Cotton linters pulp","Pasta de linter de algodon.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.22971","2812","Creció / Se mantuvo","2203992.83880","0.00000","0.00000","-0.55075","-1.07797","0","-0.62409","-0.68712","-0.70774","","s.d.","s.d.","0.08658"
