Código HS 1992,Product Name EN,Nombre Producto ES,Sección Atlas,Sección 2 dígitos,Índice de complejidad de producto (ICP),Ranking de complejidad producto,Tendencia mercado 2014-2019 (nominal / share),Potencial exportador,FOB Jujuy,VCR Jujuy,Compatibilidad con Jujuy,Valor estratégico para Jujuy,Indice Recuperacion de posiciones - Jujuy,Indice Oportunidades cercanas - Jujuy,Indice Objetivos factibles - Jujuy,Indice Apuestas ambiciosas - Jujuy,Top 20 criterios Jujuy,Empleo 2021,Empresas 2020,Tasa fem
550520,Artificial fibre waste,Desperdicios de fibras artificiales.,Textiles, XI Textiles y artículos textiles,-0.591496969093123,3305,Creció / Se mantuvo,146699.461748634,0.0,0.0,0.78155447258629,0.31255316525707,0,0.550449066952505,0.411446298769151,0.227241023868288,,0,0,0.182361734476831
550610,"Nylon staple fibres, card/comb","Fibras sinteticas discontinuas ,cardadas, peinadas o transformadas de",Textiles, XI Textiles y artículos textiles,1.15364101246419,594,Creció / Creció,603713.885245902,0.0,0.0,-1.18515537645844,0.324331851736739,0,-0.649378291927138,-0.306015388251731,0.0788129734600496,,s.d.,s.d.,0.117478035780074
550620,"Polyester staple fibres, card/comb","Fibras sinteticas discontinuas, cardadas, peinadas, o transformadas de",Textiles, XI Textiles y artículos textiles,-0.412437457366107,3079,Decreció / Decreció,479746.013661202,0.0,0.0,-0.352693560274531,1.10640664730002,0,-0.0668479084687784,0.149029927812826,0.288965558861123,,s.d.,s.d.,0.117478035780074
550630,"Acrylic staple fibres, card/comb","Fibras sinteticas discontinuas, cardadas, peinadas o transformadas de",Textiles, XI Textiles y artículos textiles,-0.511856412371881,3211,Decreció / Decreció,781765.658469945,0.0,0.0,0.62939259878545,-0.714828436001363,0,0.246423490712354,-0.0122721150635341,-0.260819119657948,,s.d.,s.d.,0.117478035780074
550690,"Synthetic staple fibres, card/comb, nes","Las demas fibras sinteticas discontinuas, cardadas, peinadas o transfo",Textiles, XI Textiles y artículos textiles,-0.433910345787846,3111,Se mantuvo / Se mantuvo,233938.382513661,0.0,0.0,0.127247841812279,0.451141477634592,0,0.135910750216729,0.15643688621007,0.132710431032288,,s.d.,s.d.,0.117478035780074
550700,"Artificial staple fibres, card/comb","Fibras artificiales discontinuas, cardadas, peinadas o transformadas d",Textiles, XI Textiles y artículos textiles,-0.471079610117601,3149,Decreció / Se mantuvo,260633.871584699,0.0,0.0,-0.289422492091318,0.655558946630442,0,-0.118591916149594,0.0140724437573554,0.0904048758269032,,s.d.,s.d.,0.117478035780074
550810,Synthetic staple fibre thread,Hilo de coser de fibras sinteticas discontinuas.,Textiles, XI Textiles y artículos textiles,-1.2339180798028,4060,Decreció / Decreció,4278851.94808743,0.0,0.0,0.699163247633414,-0.5461540957749,0,0.25679164620813,-0.0266600216749279,-0.344499888759381,,s.d.,s.d.,0.117478035780074
550820,Artificial staple fiber thread,Hilo de coser de fibras artificiales discontinuas .,Textiles, XI Textiles y artículos textiles,-0.540666640956348,3247,Decreció / Se mantuvo,217902.103825137,0.0,0.0,-0.0482418847656602,0.571680221719284,0,0.0265000609122599,0.0948671390754672,0.107616874104893,,s.d.,s.d.,0.117478035780074
550911,"Yarn >85% nylon fibres, single",Hilados sencillos con un contenido de fibras discontinuas de nailon o,Textiles, XI Textiles y artículos textiles,-0.184678813415166,2745,Creció / Se mantuvo,795465.112021858,0.0,0.0,-0.274411243071114,0.299151898007858,0,-0.150725371889725,-0.0602042792450815,0.00612527782841057,,s.d.,s.d.,0.117478035780074
550912,"Yarn >85% nylon fibre, multiple",Hilados retorcidos o cableados con un contenido de fibras discontinuas,Textiles, XI Textiles y artículos textiles,0.989310774031271,827,Creció / Creció,1207158.3852459,0.0,0.0,-0.84437830752475,0.410896817132377,0,-0.409954374437722,-0.129978651661352,0.178917768959963,,s.d.,s.d.,0.117478035780074
