"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp_","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_mendoza","vcr_mendoza","compatibilidad_con_mendoza","valor_estrategico_para_mendoza","indice_recuperacion_de_posiciones_mendoza","indice_oportunidades_cercanas_mendoza","indice_objetivos_factibles_mendoza","indice_apuestas_ambiciosas_mendoza","top_20_criterios_mendoza","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.131425","2648","Creció / Se mantuvo","4238686.866120","73353.082214","0.598397","1.284683","-0.594031","0","0.767329","0.531783","0.085235","","581","191","0.100505"
"20739","Other poultry meat","Otra carne de aves de corral","Agricultura"," I Animales vivos; productos animales","0.812376","1086","Creció mucho / Creció","46578957.704918","0.000000","0.000000","0.703615","1.401759","0","0.854120","0.899903","1.044970","","1690","82","0.095963"
"20741","Domestic fowl meat, frozen","Carne de ave doméstica, congelada","Agricultura"," I Animales vivos; productos animales","-0.163751","2710","Creció mucho / Creció","-119950484.519126","0.000000","0.000000","1.493619","-0.149716","0","0.999215","0.751311","0.339776","","1690","82","0.095963"
"20742","Turkey meat, frozen","Carne de pavo, congelada","Agricultura"," I Animales vivos; productos animales","0.129992","2262","Decreció / Decreció","6028205.303279","0.000000","0.000000","1.003707","0.702919","0","0.856178","0.753767","0.649924","","1690","82","0.095963"
"20743","Duck meat, frozen","Carne de pato, congelada","Agricultura"," I Animales vivos; productos animales","0.606873","1441","Se mantuvo / Decreció","3893116.513661","0.000000","0.000000","-0.669287","-1.374361","0","-0.682686","-0.590324","-0.667530","","1690","82","0.095963"
"20810","Rabbit meat and offal","Carne de conejo o liebre refrigerada o congelada","Agricultura"," I Animales vivos; productos animales","0.413124","1757","Decreció / Decreció","-4273833.327869","0.000000","0.000000","0.633153","0.781008","0","0.640721","0.626111","0.644680","","1690","82","0.095963"
"20890","Meat and offal, nes","Las demas carnes y despojos comestibles, frescas, refrigeradas o conge","Agricultura"," I Animales vivos; productos animales","-0.203300","2778","Decreció / Decreció","3566179.672131","0.000000","0.000000","0.768681","0.446564","0","0.607060","0.493756","0.380733","","1690","82","0.095963"
"20900","Pig and poultry fat","Tocino sin partes magras y grasa sin fundir de cerdo o de ave, frescos","Agricultura"," I Animales vivos; productos animales","0.587262","1464","Creció / Creció","3055075.885246","0.000000","0.000000","1.110948","1.189779","0","1.074346","1.025919","1.015501","","1690","82","0.095963"
"21011","Cured pork shoulders and ham","Jamones, paletas y sus trozos sin deshuesar, salados o en salmuera, se","Agricultura"," I Animales vivos; productos animales","0.192951","2157","Creció / Se mantuvo","2329832.841530","0.000000","0.000000","0.778239","0.477569","0","0.659576","0.586014","0.496616","","1690","82","0.095963"
"21012","Cured swine bellies","Panceta y sus trozos, salados o en salmuera, secos o ahumados.","Agricultura"," I Animales vivos; productos animales","1.114513","641","Creció / Creció","4448351.767760","0.000000","0.000000","0.152050","1.177106","0","0.453308","0.600807","0.853941","","1690","82","0.095963"
"21019","Cured pork","Las demas carnes de porcinos saladas o en salmuera, secas o ahumadas.","Agricultura"," I Animales vivos; productos animales","0.841588","1043","Decreció / Decreció","17653033.743169","0.000000","0.000000","0.113911","0.467453","0","0.257387","0.347832","0.454924","","1690","82","0.095963"
"21020","Cured beef","Carne de bovinos salada o en salmuera, seca o ahumada.","Agricultura"," I Animales vivos; productos animales","-0.144613","2671","Creció / Creció","1941828.685792","0.000000","0.000000","0.679463","0.035922","0","0.468347","0.353763","0.183851","","1690","82","0.095963"
"21090","Cured meat and offal","Los demas, incluidos la harina y el polvo comestible, de carne o despo","Agricultura"," I Animales vivos; productos animales","-0.050141","2525","Decreció mucho / Decreció mucho","6099405.032787","0.000000","0.000000","1.097104","-1.232132","0","0.516532","0.285346","-0.237864","","1690","82","0.095963"
"30110","Live ornamental fish","Peces ornamentales, vivos.","Agricultura"," I Animales vivos; productos animales","-1.070920","3907","Creció / Se mantuvo","2083891.562842","74.311844","0.003049","0.803568","-0.613601","0","0.332685","0.074378","-0.302780","","s.d.","s.d.","0.091967"
"30191","Live trout","Truchas, vivas.","Agricultura"," I Animales vivos; productos animales","-0.228193","2808","Creció / Creció","882861.874317","0.000000","0.000000","1.104682","-0.263471","0","0.697764","0.496069","0.155795","","s.d.","s.d.","0.091967"
"30192","Live eels","Anguilas vivas.","Agricultura"," I Animales vivos; productos animales","-0.768477","3520","Creció mucho / Creció","3887181.196721","0.000000","0.000000","-0.297221","-0.749447","0","-0.434792","-0.504529","-0.618537","","s.d.","s.d.","0.091967"
"30193","Live carp","Carpas vivas.","Agricultura"," I Animales vivos; productos animales","0.212231","2118","Decreció / Decreció","1213960.527322","0.000000","0.000000","-0.603680","-0.777986","0","-0.556951","-0.484075","-0.478140","","s.d.","s.d.","0.091967"
"30199","Other live fish","Los demas peces vivos.","Agricultura"," I Animales vivos; productos animales","-1.251169","4080","Creció / Decreció","5396004.428962","0.000000","0.000000","0.276189","-0.722650","0","-0.076315","-0.278992","-0.555128","","s.d.","s.d.","0.091967"
"30211","Trout","Truchas frescas o refrigeradas, excluidos filete, higado, huevas, lech","Agricultura"," I Animales vivos; productos animales","-0.339593","2966","Creció / Creció","3877227.027322","0.000000","0.000000","1.453772","0.084796","0","1.000640","0.752855","0.389392","","s.d.","s.d.","0.091967"
"30212","Salmon","Salmones del pacifico, atlantico y danubio, fresco o refrigerado.","Agricultura"," I Animales vivos; productos animales","0.772492","1156","Creció mucho / Creció mucho","100694279.092896","0.000000","0.000000","0.751826","-1.393245","0","0.324878","0.219691","-0.208290","","s.d.","s.d.","0.091967"
"30219","Salmonids, nes","Los demas salmonidos, frescos o refrigerados, excluido filete, higados","Agricultura"," I Animales vivos; productos animales","-1.322273","4153","Decreció / Decreció","1468895.893443","0.000000","0.000000","1.392659","-0.485649","0","0.745504","0.380095","-0.131313","","s.d.","s.d.","0.091967"
"30221","Halibut","Halibut fresco o refrigerads excluidos filetes, higados, huevas.","Agricultura"," I Animales vivos; productos animales","1.227490","503","Creció / Creció","1302024.092896","0.000000","0.000000","-0.077381","-1.550618","0","-0.241542","-0.184716","-0.414120","","s.d.","s.d.","0.091967"
"30222","Pollock","Sollas frescas o refrigeradas, excluidos filete, higados, huevas y lec","Agricultura"," I Animales vivos; productos animales","0.966124","862","Se mantuvo / Se mantuvo","465088.202186","0.000000","0.000000","-0.097559","-0.710088","0","-0.113696","-0.037955","-0.107276","","s.d.","s.d.","0.091967"
"30223","Sole","Lenguados frescos o refrigerados, excluidos filetes, higado, huevas, l","Agricultura"," I Animales vivos; productos animales","-0.821205","3594","Decreció / Decreció","1261264.754098","0.000000","0.000000","1.033845","-0.400051","0","0.561561","0.304361","-0.075171","","s.d.","s.d.","0.091967"
"30229","Flatfish","Los demas pescados planos, frescos o refrigerados, excluidos: filetes,","Agricultura"," I Animales vivos; productos animales","-1.451833","4263","Creció / Creció","2932782.133880","0.000000","0.000000","1.438260","-0.578971","0","0.745804","0.355933","-0.192017","","s.d.","s.d.","0.091967"
"30231","Albacore","Albacoras o atunes blancos, frescos o refrigerados excl. higados, huev","Agricultura"," I Animales vivos; productos animales","-1.350430","4179","Decreció / Se mantuvo","435462.183060","0.000000","0.000000","1.666923","-1.078368","0","0.816130","0.377130","-0.322796","","s.d.","s.d.","0.091967"
"30232","Yellowfin tuna","Atunes de aleta amarilla, frescos o refrigerados, excluido higados, hu","Agricultura"," I Animales vivos; productos animales","-1.672903","4407","Decreció / Decreció","1589587.961749","0.000000","0.000000","1.420896","-1.139880","0","0.599361","0.161942","-0.504903","","s.d.","s.d.","0.091967"
"30233","Bonito","Listados o bonitos de vientre rayado frescos o refrigerados, excluido","Agricultura"," I Animales vivos; productos animales","-0.951145","3758","Se mantuvo / Se mantuvo","72103.215847","0.000000","0.000000","1.170495","-0.448849","0","0.634462","0.341331","-0.088620","","s.d.","s.d.","0.091967"
"30239","Tuna, nes","Los demas atunes, frescos o refrigerados, excluido los higados, huevas","Agricultura"," I Animales vivos; productos animales","-1.468812","4275","Decreció / Decreció","2517857.797814","0.000000","0.000000","1.276021","-0.921581","0","0.562017","0.177654","-0.399108","","s.d.","s.d.","0.091967"
"30240","Herring","Arenques frescos o refrigerados, excludos filetes, higados, huevas y l","Agricultura"," I Animales vivos; productos animales","0.152458","2226","Decreció / Decreció","864529.680328","0.000000","0.000000","0.569002","-0.452647","0","0.323018","0.230281","0.005124","","s.d.","s.d.","0.091967"
"30250","Cod","Bacalaos frescos o refrigerados, excluidos filetes, higados, huevas y","Agricultura"," I Animales vivos; productos animales","0.049274","2383","Creció / Creció","4450459.122951","0.000000","0.000000","0.722026","-1.313582","0","0.247629","0.078574","-0.362186","","s.d.","s.d.","0.091967"
"30261","Sardines","Sardinas, sardinelas y espadines frescos o refrig. excluido filete, hi","Agricultura"," I Animales vivos; productos animales","-1.333253","4162","Decreció / Decreció","655563.390710","0.000000","0.000000","1.307295","-0.654968","0","0.650788","0.288620","-0.235860","","s.d.","s.d.","0.091967"
"30262","Haddock","Eglefinos frescos o refrigerados, excluidos filetes, higados, huevas y","Agricultura"," I Animales vivos; productos animales","1.134845","617","Decreció / Decreció","688277.136612","0.000000","0.000000","0.186232","-2.486009","0","-0.253355","-0.292106","-0.779123","","s.d.","s.d.","0.091967"
"30263","Coalfish","Carboneros frescos o refrigerados, excluidos filetes, higados, huevas","Agricultura"," I Animales vivos; productos animales","1.307899","408","Creció / Creció","650356.423497","0.000000","0.000000","-0.336881","-1.752001","0","-0.455427","-0.361705","-0.562490","","s.d.","s.d.","0.091967"
